,Category,Subcat,name,price,price_cat,stars,stars_cat,sales,sales_cat
6022,Music & Audio,Dialogue Editing,"denoise ,clean up, edit, convert and fix your audio file",10,Very Low,5,Five,1,Low
6023,Music & Audio,Jingles & Intros,make you an original podcast intro,150,Medium,5,Five,10,Low
6024,Programming & Tech,Cybersecurity & Data ProtectionNew,make an internal vulnerability scan for your network,801,High,nul,No Star,nul,No Sale
6025,Business,Market Research,"find companies, address, location, phone, email etc",10,Very Low,5,Five,105,Moderate
6026,Video & Animation,Character Animation,"make 2d 3d character animation, cartoon animation video, cartoon music video",250,High,5,Five,5,Low
6027,Lifestyle,Your Message On...,be your professional male model or your actor,10,Very Low,5,Five,9,Low
6028,Business,Presentations,create or redesign powerpoint presentation with infographic,10,Very Low,4.8,Four+,23,Low
6029,Programming & Tech,Convert Files,convert bank statement from PDF to microsoft excel,10,Very Low,5,Five,12,Low
6030,Programming & Tech,Convert Files,create your personal interactive fillable PDF form,10,Very Low,5,Five,2,Low
6031,Video & Animation,Visual Effects,do professional vfx and cgi for your film,35,Low,5,Five,31,Low
6032,Business,Financial ConsultingNew,"assist you in pearson, mymathlab, webassign and aleks course",10,Very Low,5,Five,18,Low
6033,Video & Animation,Whiteboard & Animated Explainers,create a 2d animation explainer video,70,Medium,4.9,Four+,564,Huge
6034,Lifestyle,Astrology & Readings,cast a custom poppet spell for any need,125,Medium,5,Five,527,Huge
6035,Programming & Tech,E-Commerce Development,create 30k per month dropshipping shopify store or shopify website,150,Medium,4.9,Four+,420,Huge
6036,Business,Lead Generation,do b2b lead generation for your targeted business,25,Low,4.9,Four+,528,Huge
6037,Writing & Translation,Articles & Blog Posts,write an outstanding blog post or article,35,Low,5,Five,43,Low
6038,Digital Marketing,Music Promotion,do organic spotify music promotion to target audience,30,Low,4.9,Four+,80,Moderate
6039,Music & Audio,Jingles & Intros,"produce your podcast,dj intro and make it sound amazing",100,Medium,5,Five,511,Huge
6040,Music & Audio,Mixing & Mastering,professionally mix and master your hip hop or rap song,125,Medium,5,Five,36,Low
6041,Video & Animation,Real Estate Promos,create a luxury and  effective real estate  video,15,Low,5,Five,3,Low
6042,Programming & Tech,QA,"perform performance, load and stress testing using jmeter",20,Low,5,Five,4,Low
6043,Writing & Translation,Technical Writing,do research report writing and essay writing,10,Very Low,5,Five,6,Low
6044,Writing & Translation,Grant Writing,"research and win develop grant proposal, writing nonprofit application, 501c3",100,Medium,4.9,Four+,49,Low
6045,Writing & Translation,Social Media Copy,create engaging social media content for you,75,Medium,5,Five,2,Low
6046,Writing & Translation,Case Studies,write a killer case study on any field,10,Very Low,4.9,Four+,22,Low
6047,Writing & Translation,Resume Writing,quickly write your resume,15,Low,5,Five,8,Low
6048,Business,Branding Services,"write company intro, a powerful mission and vision statement",15,Low,4.9,Four+,93,Moderate
6049,Lifestyle,Arts & Crafts,design your image into photo mosaic portrait as unique gift,15,Low,4.9,Four+,11,Low
6050,Digital Marketing,E-Commerce Marketing,"research dropshipping shopify product, winning products",15,Low,5,Five,2,Low
6051,Music & Audio,Voice Over,record an english USA voice over today,25,Low,5,Five,11,Low
6052,Programming & Tech,Support & IT,"do a docker, jenkins, kubernetes, AWS or devops related work",60,Medium,5,Five,12,Low
6053,Writing & Translation,Website Content,write your SEO website content,360,High,5,Five,94,Moderate
6054,Writing & Translation,Beta Reading,beta read for you,80,Medium,5,Five,2,Low
6055,Writing & Translation,Email Copy,copywrite persuasive email copy for marketing,15,Low,5,Five,7,Low
6056,Business,Project ManagementNew,be your kdp virtual assistant and publish book on kindle,10,Very Low,4.9,Four+,27,Low
6057,Programming & Tech,Cybersecurity & Data ProtectionNew,write a data privacy policy for your website,500,High,nul,No Star,nul,No Sale
6058,Writing & Translation,White Papers,write a whitepaper about your services and products,5,Very Low,5,Five,10,Low
6059,Writing & Translation,Website Content,craft original and captivating content for your website,300,High,4.9,Four+,44,Low
6060,Business,Legal Consulting,register your trademark in usa,100,Medium,5,Five,34,Low
6061,Business,Career Counseling,prepare a 306090 day  action plan,55,Medium,4.9,Four+,19,Low
6062,Writing & Translation,Resume Writing,"write your resume, cover letter, or linkedin",80,Medium,5,Five,8,Low
6063,Writing & Translation,Transcripts,proofread and edit auto transcripts for errors,10,Very Low,5,Five,17,Low
6064,Writing & Translation,Translation,translate legal and business documents,20,Low,nul,No Star,nul,No Sale
6065,Video & Animation,Logo Animation,create an 80s style retro animation of your text or logo,25,Low,5,Five,48,Low
6066,Lifestyle,Personal StylistsNew,be your online personal shopper,20,Low,nul,No Star,nul,No Sale
6067,Business,Presentations,write and design company profile booklet and annual report,35,Low,5,Five,2,Low
6068,Lifestyle,Gaming,meet your minecraft building needs,60,Medium,5,Five,10,Low
6069,Lifestyle,Fitness Lessons,teach you yoga via zoom or personalized video,60,Medium,5,Five,1,Low
6070,Programming & Tech,Web Programming,create a web based inventory system for you,5,Very Low,4.9,Four+,75,Moderate
6071,Writing & Translation,Cover Letters,write a cover letter for your application,5,Very Low,5,Five,1,Low
6072,Lifestyle,Spiritual & Healing,give a relationship healing using reiki,40,Low,5,Five,65,Moderate
6073,Digital Marketing,Influencer Marketing,find influencers suitable to your target audience and work with them,15,Low,nul,No Star,nul,No Sale
6074,Video & Animation,Whiteboard & Animated Explainers,create a 2d cartoon explainer video,80,Medium,4.9,Four+,57,Moderate
6075,Lifestyle,Arts & Crafts,print highly detailed 3d models for you with resin printer,5,Very Low,5,Five,1,Low
6076,Writing & Translation,Grant Writing,draft a competitive grant application,40,Low,5,Five,2,Low
6077,Lifestyle,Relationship Advice,provide relationship and couples counseling,5,Very Low,5,Five,3,Low
6078,Lifestyle,Personal StylistsNew,be your personal stylist,50,Low,5,Five,2,Low
6079,Music & Audio,Podcast EditingNew,do podcast editing and edit audio in 48 hours,30,Low,5,Five,159,Huge
6080,Music & Audio,Sound DesignNew,"create sound effects, sound design for app, game with free preview before buying",5,Very Low,4.9,Four+,13,Low
6081,Video & Animation,Live Action Explainers,custom a commercial or live action video with actors,596,High,4.9,Four+,78,Moderate
6082,Writing & Translation,Book & eBook Writing,write a personalized erotic story for you,15,Low,5,Five,4,Low
6083,Music & Audio,Singers & Vocalists,record and write lyrics for your rap song,100,Medium,5,Five,8,Low
6084,Music & Audio,Podcast EditingNew,professionally edit your podcast,20,Low,5,Five,2,Low
6085,Video & Animation,Subtitles & Captions,subtitle your video in  spanish or english,25,Low,5,Five,1,Low
6086,Video & Animation,3D Product Animation,"do realistic 3d product animation, render quality 3d product video",15,Low,5,Five,1,Low
6087,Writing & Translation,Transcripts,take notes for you based on text or audio,5,Very Low,5,Five,33,Low
6088,Business,Career Counseling,job interview and resume coach,10,Very Low,5,Five,2,Low
6089,Lifestyle,Craft Lessons,guide you how to design your dress,5,Very Low,4,Four+,4,Low
6090,Digital Marketing,Mobile Marketing & Advertising,be your mobile marketing and advertising expert,250,High,5,Five,1,Low
6091,Music & Audio,Online Music LessonsNew,"teach you how to play guitar, voice, piano, bass, ukulele",15,Low,5,Five,2,Low
6092,Business,Legal Consulting,"help with patent filing, registration, and prosecution",300,High,5,Five,2,Low
6093,Video & Animation,Character Animation,create professional animation and cartoon,100,Medium,5,Five,173,Huge
6094,Music & Audio,Audiobook ProductionNew,record and produce your audiobook,30,Low,5,Five,12,Low
6095,Lifestyle,Celebrity Impersonators,do general voice over or voice impressions,15,Low,5,Five,25,Low
6096,Business,E-Commerce ManagementNew,do amazon fba product research for amazon fba private label,20,Low,5,Five,34,Low
6097,Video & Animation,Whiteboard & Animated Explainers,create whiteboard animation video or sales explainer,40,Low,4.9,Four+,687,Huge
6098,Digital Marketing,Domain Research,find expired domain relevant to your niche,10,Very Low,4.8,Four+,13,Low
6099,Video & Animation,Unboxing VideosNew,unbox your product and try it in a video,50,Low,5,Five,43,Low
6100,Writing & Translation,Transcripts,transcribe audio files to a professional level,15,Low,nul,No Star,nul,No Sale
6101,Video & Animation,eLearning Video ProductionNew,make presentation slides into elearning and training videos,25,Low,5,Five,1,Low
6102,Business,Financial ConsultingNew,prepare individual or business income tax return,100,Medium,5,Five,49,Low
6103,Video & Animation,Lyric & Music Videos,create you a 3d animation vfx music video visualizer,500,High,4.9,Four+,39,Low
6104,Writing & Translation,Podcast Writing,research and write your podcast,25,Low,5,Five,42,Low
6105,Music & Audio,Sound DesignNew,create unique sound design and audio branding for your logo,40,Low,5,Five,44,Low
6106,Programming & Tech,Online Coding LessonsNew,"assist you in microcontroller,microprocessor and arduino",5,Very Low,5,Five,2,Low
6107,Lifestyle,Arts & Crafts,design pop up card ready for laser cut and hand cut,10,Very Low,5,Five,23,Low
6108,Video & Animation,Lyric & Music Videos,create a visual music video for your song,200,Medium,5,Five,852,Huge
6109,Writing & Translation,Book & eBook Writing,be your ebook ghostwriter for fiction and non fiction,60,Medium,4.3,Four+,1,Low
6110,Video & Animation,Product Photography,make product photography for you,15,Low,4.9,Four+,7,Low
6111,Programming & Tech,Online Coding LessonsNew,teach you full stack web development,25,Low,4.8,Four+,8,Low
6112,Video & Animation,App & Website Previews,create a stylish mobile app promo video for ios or android,30,Low,5,Five,2,Low
6113,Digital Marketing,Domain Research,help you to buy domain name and hosting,5,Very Low,5,Five,3,Low
6114,Programming & Tech,Support & IT,migrate emails to and setup g suite,35,Low,5,Five,3,Low
6115,Lifestyle,Collectibles,make comics with you,20,Low,5,Five,1,Low
6116,Business,Business Consulting,build real money making business website,20,Low,5,Five,15,Low
6117,Video & Animation,Live Action Explainers,make an amazon product video for your listing,270,High,4.9,Four+,33,Low
6118,Business,Career Counseling,find you a new job by searching and applying on your behalf,120,Medium,5,Five,30,Low
6119,Lifestyle,Craft Lessons,make DIY beautiful craft videos in 5 hours,5,Very Low,5,Five,1,Low
6120,Programming & Tech,Convert Files,create interactive fillable PDF form in adobe acrobat,5,Very Low,4.9,Four+,212,Huge
6121,Lifestyle,Gaming,provide league of legends coaching with two challenger coaches per session,20,Low,5,Five,62,Moderate
6122,Video & Animation,3D Product Animation,"do 3d product video,3d  product animation",150,Medium,5,Five,4,Low
6123,Music & Audio,DJ Drops & Tags,produce a dj or artist voice tag,10,Very Low,5,Five,3,Low
6124,Writing & Translation,Book & eBook Writing,"ghostwrite romance novels, fiction and ebooks",30,Low,5,Five,18,Low
6125,Writing & Translation,LinkedIn Profiles,build your linkedin profile and seo,75,Medium,4.9,Four+,33,Low
6126,Business,Financial ConsultingNew,build a detailed financial model for your startup or project,65,Medium,5,Five,21,Low
6127,Programming & Tech,WordPress,build your real estate investor website,100,Medium,4.9,Four+,50,Low
6128,Video & Animation,Visual Effects,"do vfx, keying, rotoscoping, color grading, video editing, vfx compositing, cgi",30,Low,4.6,Four+,14,Low
6129,Writing & Translation,Research & Summaries,draft masters and phd proposal,10,Very Low,5,Five,11,Low
6130,Business,Business Plans,write a professional and goal driven business plan,10,Very Low,4.8,Four+,33,Low
6131,Writing & Translation,Speechwriting,write you a stunning persuasive or informative speech,15,Low,5,Five,10,Low
6132,Programming & Tech,Mobile Apps,"do website development, wordpress customization , shopify , ecommerce , wix",100,Medium,5,Five,130,Moderate
6133,Programming & Tech,Mobile Apps,Our studio will design and develop mobile apps and websites,5506,High,nul,No Star,nul,No Sale
6134,Business,Virtual Assistant,"cold call b2b or b2c, best results, fast turnaround",540,High,5,Five,7,Low
6135,Music & Audio,Audiobook ProductionNew,master and format your audiobook for acx,40,Low,5,Five,61,Moderate
6136,Writing & Translation,Website Content,write you a superior website,50,Low,4.9,Four+,46,Low
6137,Video & Animation,Intros & Outros,make stunning youtube intro and outro in 24 hours,95,Medium,4.9,Four+,599,Huge
6138,Business,Career Counseling,stream coach you to grow your stream,15,Low,5,Five,3,Low
6139,Music & Audio,Music TranscriptionNew,make a piano transcription of your favorite songs,10,Very Low,5,Five,54,Moderate
6140,Music & Audio,SongwritersNew,"be the songwriter for your pop dance song, lyrics and melody",300,High,5,Five,51,Moderate
