"","category","amount","gender","city","state","fraud","age"
"451983","personal_care",49.02,"F","Arcadia","SC","0",31
"452002","health_fitness",92.09,"M","Knowlesville","NY","0",56
"452155","home",46.28,"M","Glendale","CA","0",38
"452236","shopping_pos",7.36,"F","Kirtland Afb","NM","0",42
"452329","home",76.45,"M","Bridger","MT","0",42
"452354","home",32.2,"F","Phil Campbell","AL","0",68
"452363","health_fitness",26.39,"M","Elizabethtown","KY","0",30
"452480","kids_pets",12.46,"F","Daly City","CA","0",29
"452664","personal_care",1.99,"M","Cord","AR","0",82
"452718","travel",7.17,"M","Lake Jackson","TX","0",21
"452734","food_dining",53.44,"M","Manderson","SD","0",40
"452856","entertainment",2.87,"M","Sachse","TX","0",35
"452860","shopping_net",494.8,"F","Thomas","WV","0",39
"452960","home",69.06,"F","Moravian Falls","NC","0",32
"453033","entertainment",184.76,"F","Loxahatchee","FL","0",43
"453333","food_dining",52.91,"M","Palermo","ND","0",37
"453443","home",11.51,"F","Orient","WA","0",42
"453566","shopping_pos",68.06,"F","Greendale","WI","0",39
"453600","shopping_net",5.53,"F","Goodrich","MI","0",35
"453612","home",244.91,"M","Luray","MO","0",54
"453710","home",57.01,"M","San Antonio","TX","0",45
"453728","home",73.08,"M","Saxon","WI","0",34
"453757","home",30.3,"F","Thompson","UT","0",33
"454092","shopping_net",130.54,"F","Dallas","TX","0",45
"454479","misc_net",4.13,"F","Coyle","OK","0",35
"454622","gas_transport",56.49,"F","Brantley","AL","0",62
"454635","grocery_net",19.08,"M","Murfreesboro","TN","0",42
"454673","misc_pos",4.85,"F","Scotts Mills","OR","0",83
"454692","grocery_pos",75.72,"M","Clarinda","IA","0",30
"454844","gas_transport",76.6,"M","Mounds","OK","0",38
"454913","grocery_pos",26.53,"M","Fayetteville","NC","0",27
"455127","gas_transport",63.06,"F","Steuben","ME","0",61
"455217","food_dining",104.64,"F","Eureka","IL","0",75
"455307","grocery_pos",190.97,"F","Preston","CT","0",43
"455649","food_dining",9.33,"F","Stirling","NJ","0",51
"455884","shopping_net",5.4,"F","Pembroke Township","IL","0",16
"455906","entertainment",79.68,"F","Goodrich","MI","0",35
"456073","misc_net",52.41,"F","Altair","TX","0",37
"456292","food_dining",84.07,"F","Goodrich","MI","0",35
"456410","food_dining",102.31,"F","Scotland","MD","0",44
"456523","home",156.16,"M","Saint Petersburg","FL","0",31
"456753","misc_pos",6.78,"F","Bradley","SC","0",36
"456799","food_dining",97.07,"F","Tupper Lake","NY","0",44
"456877","home",46.3,"F","Creola","OH","0",41
"456974","home",9.88,"F","Altona","NY","0",67
"457021","home",73.88,"M","Bristow","IN","0",38
"457309","shopping_net",31.68,"M","Corriganville","MD","0",60
"457324","gas_transport",56.06,"F","Mill Creek","PA","0",34
"457343","shopping_pos",2.19,"M","Clutier","IA","0",67
"457441","grocery_pos",93.61,"F","Bay Minette","AL","0",91
"457491","misc_pos",3.11,"F","Mansfield","OH","0",52
"457504","shopping_net",9,"M","Hatch","UT","0",59
"457590","shopping_pos",1.84,"F","Fordoche","LA","0",69
"457687","food_dining",113.6,"M","Broomfield","CO","0",53
"457731","grocery_pos",106.87,"M","Fairview","NJ","0",53
"457844","grocery_net",96.25,"F","Albuquerque","NM","0",53
"457847","grocery_pos",168.32,"F","Garrattsville","NY","0",75
"457895","gas_transport",67.78,"F","Manor","PA","0",79
"458043","grocery_net",51.61,"M","Cokeburg","PA","0",31
"458154","shopping_net",91.63,"M","Cazenovia","WI","0",36
"458380","grocery_pos",164.57,"F","Florence","MS","0",36
"458432","gas_transport",85.44,"F","Rocky Mount","MO","0",32
"458453","gas_transport",55.08,"M","Riverton","WY","0",27
"458651","food_dining",2.24,"F","Cleveland","TX","0",25
"458722","health_fitness",16.4,"F","Milford","OH","0",24
"458947","health_fitness",71.45,"F","Marathon","TX","0",30
"459001","food_dining",270.43,"M","Thida","AR","0",20
"459091","personal_care",4.11,"M","Saint Petersburg","FL","0",31
"459232","personal_care",6.26,"M","Norwalk","CA","0",47
"459374","personal_care",4.04,"M","Ruth","NV","0",74
"459452","kids_pets",101.05,"F","Fulton","SD","0",65
"459533","shopping_net",8.87,"F","Lomax","IL","0",48
"459619","kids_pets",108.81,"F","Georgetown","MN","0",44
"459688","personal_care",32.63,"F","Camden","NY","0",61
"459778","home",37.29,"F","Topeka","KS","0",16
"459796","kids_pets",53.41,"M","Tallmansville","WV","0",53
"459928","home",42.86,"F","Lake Oswego","OR","0",38
"460069","health_fitness",21.67,"M","Arcadia","MI","0",54
"460538","home",6.43,"F","Barnard","SD","0",51
"460613","shopping_net",17.47,"M","Oriskany Falls","NY","0",71
"460648","gas_transport",53.94,"M","Naples","FL","0",41
"460718","grocery_pos",183.56,"F","Grimesland","NC","0",27
"460848","misc_pos",24.17,"F","Saint Amant","LA","0",43
"460859","shopping_pos",1.81,"F","Cisco","IL","0",60
"460887","grocery_pos",120.63,"M","Lohrville","IA","0",66
"461067","gas_transport",68.72,"M","Wilmette","IL","0",34
"461227","grocery_pos",53.1,"M","Minneapolis","MN","0",44
"461230","gas_transport",115.54,"F","Paradise Valley","AZ","0",85
"461339","gas_transport",90.21,"F","Orient","WA","0",42
"461457","gas_transport",54.73,"F","Oolitic","IN","0",29
"461595","grocery_pos",109.76,"F","O Brien","TX","0",37
"461674","grocery_pos",96.26,"M","Port Costa","CA","0",61
"461851","grocery_pos",70.85,"F","Alpharetta","GA","0",23
"461914","grocery_pos",103.62,"M","Beaverdam","OH","0",42
"461945","gas_transport",55.99,"F","Milford","OH","0",24
"461967","gas_transport",55.66,"M","Cochranton","PA","0",47
"462030","gas_transport",71.55,"F","Cisco","IL","0",60
"462119","personal_care",30.41,"M","Indianapolis","IN","0",33
"462230","personal_care",23.19,"M","Hawthorne","CA","0",25
"462240","personal_care",18.39,"F","Wheaton","MO","0",35
"462246","home",14.75,"F","Rocky Mount","MO","0",32
"462262","kids_pets",66.77,"M","Mesa","ID","0",55
"462292","health_fitness",5.67,"F","Wheaton","MO","0",35
"462490","travel",448.55,"M","Lonetree","WY","0",39
"462532","food_dining",132.69,"F","Baton Rouge","LA","0",43
"462584","health_fitness",9.66,"M","Belmond","IA","0",56
"462732","home",61.27,"F","Mound City","MO","0",67
"462824","kids_pets",19.95,"M","Glendale","CA","0",38
"463066","home",15.85,"F","Barneveld","NY","0",26
"463116","home",2.83,"M","East Troy","WI","0",29
"463130","shopping_pos",232.32,"F","De Soto","KS","0",42
"463186","kids_pets",3.34,"M","Halma","MN","0",78
"463289","shopping_net",367.91,"F","Phoenix","AZ","0",39
"463298","health_fitness",17.42,"F","Falls Church","VA","0",37
"463318","shopping_net",49.89,"F","Hinckley","OH","0",32
"463349","grocery_pos",51.78,"F","University","MS","0",19
"463506","travel",2,"F","Indianapolis","IN","0",45
"463592","kids_pets",73.2,"M","Bronx","NY","0",30
"463640","kids_pets",53.7,"F","Loxahatchee","FL","0",43
"463682","personal_care",22.42,"F","Jermyn","PA","0",39
"463847","misc_pos",164.67,"M","Milwaukee","WI","0",16
"464034","shopping_pos",1.28,"F","Spencer","SD","0",48
"464147","shopping_pos",5.71,"F","Valdosta","GA","0",33
"464222","travel",9.16,"M","Cleveland","AL","0",43
"464245","home",8.1,"F","Mendon","UT","0",57
"464246","travel",6.81,"F","Steuben","ME","0",61
"464354","kids_pets",28.11,"F","Clifton","SC","0",32
"464408","grocery_pos",88.59,"F","Ranier","MN","0",20
"464590","grocery_pos",50.88,"M","Bronx","NY","0",30
"464604","shopping_pos",123.47,"M","Doe Hill","VA","0",34
"464665","grocery_pos",80.37,"M","Naples","FL","0",41
"464921","shopping_net",6.97,"F","Blairsden-Graeagle","CA","0",53
"464925","shopping_net",8.94,"F","Dubre","KY","0",88
"464947","gas_transport",63.9,"F","Wheaton","MO","0",35
"464953","grocery_pos",100.1,"M","Fenelton","PA","0",44
"464973","shopping_net",13.93,"M","Brashear","MO","0",50
"464999","grocery_pos",180.69,"F","Mobile","AL","0",48
"465073","misc_net",8.93,"M","North Brookfield","MA","0",34
"465077","shopping_pos",4.47,"M","Minnesota Lake","MN","0",57
"465111","grocery_pos",30.4,"M","Tekoa","WA","0",21
"465248","grocery_pos",137.43,"F","Dunlevy","PA","0",69
"465271","gas_transport",54.98,"M","High Rolls Mountain Park","NM","0",53
"465342","grocery_pos",152.28,"M","Wales","AK","0",81
"465367","shopping_pos",4.83,"F","Altona","NY","0",67
"465386","gas_transport",89.11,"F","Cottekill","NY","0",30
"465595","misc_pos",53.12,"F","Shenandoah Junction","WV","0",54
"465697","misc_net",3.35,"F","Cottekill","NY","0",30
"465745","gas_transport",72.84,"M","Cleveland","AL","0",43
"465868","grocery_net",67.97,"F","Smith River","CA","0",37
"465939","home",122.74,"F","Ranier","MN","0",20
"465949","entertainment",227.78,"M","Edmond","OK","0",27
"465951","health_fitness",4.17,"M","Lakeland","FL","0",59
"466097","personal_care",14.19,"M","Gretna","LA","0",48
"466216","shopping_net",8.54,"M","Espanola","NM","0",48
"466318","entertainment",7,"F","Ratcliff","TX","0",71
"466367","shopping_net",355.95,"F","Cherokee Village","AR","0",43
"466373","health_fitness",37.7,"M","Mallie","KY","0",94
"466484","home",17.38,"F","Rochester","KY","0",73
"466562","health_fitness",32.37,"M","Minnesota Lake","MN","0",57
"466602","shopping_pos",3.03,"M","Saint James City","FL","0",44
"466691","home",60.87,"F","Hurricane","WV","0",40
"466765","kids_pets",58.85,"F","Nobleboro","ME","0",44
"466780","kids_pets",103.5,"F","Grandview","TX","0",28
"466781","kids_pets",72.67,"M","Belfast","NY","0",58
"466866","entertainment",62.01,"M","Helm","CA","0",47
"467096","misc_pos",4.87,"M","Lawrence","MA","0",35
"467179","personal_care",57.94,"F","Dunlevy","PA","0",69
"467238","kids_pets",48.01,"M","West Hartford","VT","0",31
"467265","home",94.78,"F","Dallas","TX","0",45
"467340","home",45.31,"F","Stephensport","KY","0",53
"467468","travel",4.92,"M","Greenview","CA","0",62
"467582","personal_care",1.59,"F","River","KY","0",89
"467657","health_fitness",73.81,"F","East Andover","ME","0",50
"467733","kids_pets",28.88,"M","Paulding","OH","0",84
"467738","health_fitness",72.38,"F","Holstein","NE","0",70
"467779","misc_pos",9.36,"M","Huntsville","AL","0",47
"467993","home",96.63,"M","Atlantic","VA","0",34
"468201","gas_transport",60.13,"M","Hudson","NY","0",22
"468258","grocery_net",51.4,"F","Sun City","CA","0",48
"468276","misc_net",277.55,"M","Birmingham","AL","0",40
"468324","grocery_net",33.17,"F","Jelm","WY","0",46
"468489","grocery_pos",124.79,"F","Mifflin","PA","0",66
"468856","misc_net",558.37,"M","West Harrison","NY","0",43
"469044","shopping_net",5.96,"F","Henderson","WV","0",74
"469080","misc_net",112.35,"M","Fiddletown","CA","0",33
"469084","gas_transport",55.97,"F","Comfort","WV","0",61
"469149","grocery_pos",178.72,"F","Lowville","NY","0",29
"469240","grocery_net",106.39,"F","Phoenix","AZ","0",39
"469272","gas_transport",53.15,"M","Tryon","OK","0",76
"469318","gas_transport",66.74,"F","Lake Oswego","OR","0",38
"469808","gas_transport",59.1,"M","Fulton","OH","0",15
"470131","misc_net",55.79,"M","Key West","FL","0",33
"470302","kids_pets",56.94,"F","Logan","IL","0",44
"470619","kids_pets",85.49,"F","North Washington","PA","0",66
"470847","personal_care",142.72,"M","Grenada","CA","0",75
"470939","food_dining",6.73,"M","Saint James City","FL","0",44
"470953","shopping_pos",5.11,"F","Lakeport","CA","0",48
"470982","shopping_pos",93.72,"F","Battle Creek","IA","0",23
"471060","personal_care",22.69,"F","Tyler","TX","0",36
"471107","home",24.14,"M","Canton","OH","0",57
"471250","kids_pets",22.45,"F","New York City","NY","0",63
"471394","home",74.24,"M","Bridger","MT","0",42
"471733","personal_care",19.72,"F","Albany","NY","0",81
"471744","kids_pets",11.22,"F","Grassflat","PA","0",64
"471764","personal_care",70.57,"F","Plantersville","AL","0",50
"471824","shopping_pos",6.45,"F","Grover","NC","0",47
"471841","misc_pos",9.67,"M","Greenville","OH","0",49
"471904","health_fitness",28.96,"F","Sherman","TX","0",50
"471967","personal_care",73.81,"F","Tampa","FL","0",54
"472032","misc_net",196.2,"M","Thida","AR","0",20
"472108","food_dining",65.63,"M","Ballwin","MO","0",19
"472202","travel",448.83,"M","Alder","MT","0",31
"472235","personal_care",29.48,"M","Ruth","NV","0",74
"472424","personal_care",51.07,"F","Sebring","FL","0",34
"472545","shopping_net",3.48,"F","Diamond","OH","0",37
"472566","home",260.83,"M","Waukesha","WI","0",74
"472572","shopping_net",2.61,"M","Lima","OH","0",28
"472599","kids_pets",52.66,"M","Tower Hill","IL","0",40
"472702","shopping_net",6.42,"F","Diamond","OH","0",37
"472724","shopping_pos",2.07,"F","Saint Amant","LA","0",43
"472762","personal_care",3.85,"F","Hawley","MN","0",71
"472782","shopping_pos",5.36,"M","North Brookfield","MA","0",34
"472817","kids_pets",12.15,"F","Maysville","KY","0",49
"472842","food_dining",9.83,"M","Cord","AR","0",82
"472847","entertainment",67.38,"M","Meadville","MO","0",46
"472972","entertainment",25.39,"F","Philadelphia","PA","0",35
"473044","shopping_net",4.79,"F","Lomax","IL","0",48
"473052","personal_care",74.02,"M","Tamaroa","IL","0",59
"473362","entertainment",10.08,"F","Randolph","OH","0",60
"473382","personal_care",13.94,"F","Washington Court House","OH","0",81
"473386","shopping_pos",1.62,"F","Sutherland","NE","0",38
"473413","kids_pets",75.93,"M","Oxford","MI","0",60
"473487","gas_transport",63.08,"M","Arlington","VA","0",36
"473496","misc_pos",254.05,"F","Blairsden-Graeagle","CA","0",53
"473618","misc_pos",35.2,"M","Utica","PA","0",31
"473893","shopping_pos",726.91,"F","Gregory","AR","0",62
"473916","gas_transport",75.34,"M","Port Costa","CA","0",61
"473978","grocery_pos",71.42,"M","Lubbock","TX","0",68
"474024","gas_transport",45.38,"F","Whaleyville","MD","0",35
"474103","misc_net",157.32,"M","Southfield","MI","0",46
"474191","shopping_net",22.56,"F","Mc Cracken","KS","0",59
"474383","grocery_net",55.86,"M","Hewitt","WI","0",29
"474423","misc_pos",8.57,"F","May","TX","0",55
"474465","grocery_pos",149.43,"F","Mound City","MO","0",67
"474467","shopping_pos",3.93,"M","Indian Wells","CA","0",65
"474550","gas_transport",48.76,"M","Pewee Valley","KY","0",90
"474574","grocery_pos",180.83,"F","Roma","TX","0",30
"474623","shopping_pos",2.12,"F","Haynes","AR","0",57
"474628","misc_net",4.2,"M","Saint Petersburg","FL","0",31
"474657","gas_transport",86.97,"F","Campbell","NE","0",80
"474746","shopping_net",9.76,"F","Brownville","NY","0",62
"474810","gas_transport",41.84,"F","University","MS","0",19
"474943","food_dining",50.8,"M","Watertown","MN","0",61
"474944","misc_net",114.49,"M","Falmouth","MI","0",65
"475165","shopping_pos",8.81,"F","Gadsden","AL","0",57
"475251","misc_net",2.76,"M","Varnell","GA","0",76
"475281","entertainment",24.8,"F","Darien","GA","0",53
"475617","misc_net",106.66,"M","Wilmette","IL","0",34
"475642","grocery_net",81.1,"F","Clarks Mills","PA","0",23
"475650","grocery_pos",103.8,"M","Espanola","NM","0",48
"475769","misc_pos",125.64,"F","Sebring","FL","0",34
"475844","grocery_net",44.72,"M","Premier","WV","0",34
"475893","food_dining",154.37,"M","Watertown","MN","0",61
"475950","grocery_net",46.89,"F","Cleveland","TX","0",25
"476069","kids_pets",4.9,"F","Shenandoah Junction","WV","0",54
"476113","misc_pos",8.54,"F","Birmingham","IA","0",32
"476404","travel",434.03,"M","Lorenzo","TX","0",38
"476416","food_dining",1.02,"M","Keller","TX","0",33
"476445","food_dining",4.21,"F","Surrency","GA","0",94
"476519","personal_care",76.34,"F","Grover","NC","0",47
"476603","shopping_net",1.09,"F","Smiths Grove","KY","0",21
"476662","shopping_pos",3.97,"F","Brandon","VT","0",45
"476787","entertainment",19.4,"F","East Canaan","CT","0",33
"476788","shopping_pos",15.95,"F","Diamond","OH","0",37
"476826","entertainment",83.33,"F","Ronceverte","WV","0",29
"476832","entertainment",2.73,"M","Tallmansville","WV","0",53
"476947","shopping_net",3.2,"M","Hudson","NY","0",22
"476998","personal_care",45.79,"F","Phoenix","AZ","0",21
"477033","entertainment",105.34,"F","Riverview","MI","0",27
"477039","health_fitness",16.34,"F","Hurricane","WV","0",40
"477167","misc_net",145.01,"F","Coyle","OK","0",35
"477195","kids_pets",175.41,"F","Hawley","MN","0",71
"477216","home",13.14,"F","Brantley","AL","0",62
"477241","home",8.9,"M","Milwaukee","WI","0",16
"477315","misc_pos",8.98,"M","Wilmette","IL","0",34
"477355","misc_pos",3.2,"M","Pittsburgh","PA","0",47
"477487","kids_pets",123.53,"F","Florence","MS","0",36
"477548","shopping_pos",4.14,"F","Bellmore","NY","0",50
"477600","shopping_pos",8.72,"M","Lima","OH","0",28
"477754","grocery_pos",79.8,"M","Ballwin","MO","0",19
"477814","travel",250.45,"M","Mount Hope","AL","0",65
"477835","food_dining",253.27,"M","Bowdoin","ME","0",23
"477868","kids_pets",48.82,"M","Big Creek","KY","0",36
"477967","food_dining",1.56,"F","Heart Butte","MT","0",48
"478125","health_fitness",72.76,"M","Bridger","MT","0",42
"478147","kids_pets",11.08,"F","Wilton","ND","0",72
"478170","health_fitness",71.96,"M","Newberg","OR","0",43
"478238","misc_pos",3.38,"F","Clayton","OK","0",48
"478464","kids_pets",53.42,"F","Centerview","MO","0",31
"478897","food_dining",7.9,"M","East Troy","WI","0",29
"479115","health_fitness",16.17,"M","Chester Heights","PA","0",75
"479139","food_dining",22.41,"F","Old Hickory","TN","0",26
"479172","food_dining",21.21,"F","Enola","AR","0",66
"479322","shopping_pos",916.68,"M","Princeton","IA","1",63
"479442","food_dining",69.76,"M","Indianapolis","IN","0",33
"479496","travel",4.94,"M","Columbia","SC","0",52
"479648","food_dining",6.56,"M","Mount Hope","AL","0",65
"479692","misc_pos",3,"F","Roosevelt","OK","0",50
"479713","misc_net",195.12,"F","Scotland","MD","0",44
"479770","entertainment",111.29,"F","Norman","AR","0",21
"479942","misc_net",7.36,"F","Dunlevy","PA","0",69
"480125","grocery_pos",203.31,"F","Newhall","CA","0",49
"480413","gas_transport",73.34,"M","Glendale","CA","0",38
"480634","gas_transport",69.26,"M","Columbia","SC","0",52
"480806","entertainment",73.98,"M","Lakeland","FL","0",59
"480872","misc_pos",37.9,"M","Jordan Valley","OR","0",27
"481108","misc_net",21.32,"F","Sebring","FL","0",34
"481162","grocery_pos",86.07,"F","Louisville","KY","0",59
"481400","food_dining",101.95,"M","Kenner","LA","0",79
"481588","grocery_pos",30.74,"M","Sacramento","CA","0",41
"481606","entertainment",4.15,"M","South Richmond Hill","NY","0",83
"481655","gas_transport",65.34,"F","Fields Landing","CA","0",91
"481717","misc_net",17.21,"F","Phoenix","AZ","0",39
"481750","grocery_pos",40.61,"M","Fayetteville","NC","0",27
"481860","misc_net",3.74,"F","Port Gibson","NY","0",58
